ticket_id,customer_email,ticket_status,priority,csat_score,opened_date,channel,agent_team,resolution_hours,first_response_hours,escalation_count
T01639-1,customer1639@demo-ml.example, open , medium ,3.8,2026-02-09,email,billing,14.0,6.5,2
T01641-1,customer1641@demo-ml.example, resolved , critical ,2.8,2026-02-13,phone,platform,15.0,7.0,1
T01641-2, CUSTOMER1641@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-14,web,security,21.5,8.25,2
T01642-1,customer1642@demo-ml.example, closed , low ,3.5,2026-02-15,web,success,15.5,7.25,2
T01643-1,customer1643@demo-ml.example, open , medium ,4.2,2026-02-17,email,billing,16.0,7.5,0
T01644-1,customer1644@demo-ml.example, pending , high ,4.9,2026-02-19,chat,security,16.5,7.75,1
T01644-2, CUSTOMER1644@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-02-20,phone,billing,23.0,9.0,2
T01646-1,customer1646@demo-ml.example, closed , low ,3.9,2026-02-23,web,success,17.5,8.25,0
T01647-1,customer1647@demo-ml.example, open , medium ,4.6,2026-02-25,email,billing,18.0,8.5,1
T01647-2, CUSTOMER1647@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-02-26,chat,success,24.5,0.75,2
T01648-1,customer1648@demo-ml.example, pending , high ,,2026-02-27,chat,security,18.5,8.75,2
T01649-1,customer1649@demo-ml.example, resolved ,,3.6,2026-03-01,phone,platform,19.0,9.0,0
T01651-1,customer1651@demo-ml.example, open , medium ,2.6,2026-03-05,email,billing,20.0,0.5,2
T01651-1,customer1651@demo-ml.example, open , medium ,2.6,2026-03-05,email,billing,20.0,0.5,2
T01652-1,customer1652@demo-ml.example, pending , high ,3.3,2026-03-07,chat,security,20.5,0.75,0
T01652-3,customer1652@demo-ml.example, closed , high ,3.1,2026-03-09,web,success,33.5,3.25,2
T01653-1,customer1653@demo-ml.example,, critical ,4.0,2026-03-09,phone,platform,21.0,1.0,1
T01653-2, CUSTOMER1653@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-10,web,security,27.5,2.25,2
T01654-1,customer1654@demo-ml.example, closed , low ,4.7,2026-03-11,web,success,21.5,1.25,2
T01656-1,customer1656@demo-ml.example, pending , high ,,2026-03-15,chat,security,22.5,1.75,1
T01656-2, CUSTOMER1656@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-16,phone,billing,29.0,3.0,2
T01657-1,customer1657@demo-ml.example, resolved , critical ,4.4,2026-03-17,phone,platform,23.0,2.0,2
T01658-1,customer1658@demo-ml.example, closed , low ,2.7,2026-03-19,web,success,23.5,2.25,0
T01659-1,customer1659@demo-ml.example, open , medium ,3.4,2026-03-21,email,billing,24.0,2.5,1
T01659-2, CUSTOMER1659@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-03-22,chat,success,30.5,3.75,2
T01659-3,customer1659@demo-ml.example, resolved , medium ,3.2,2026-03-23,phone,platform,37.0,5.0,0
T01661-1,customer1661@demo-ml.example, resolved , critical ,4.8,2026-03-25,phone,platform,25.0,3.0,0
T01662-1,customer1662@demo-ml.example, closed , low ,3.1,2026-03-27,web,success,25.5,3.25,1
T01662-2, CUSTOMER1662@DEMO-ML.EXAMPLE , open , high ,4.2,2026-03-28,email,platform,32.0,4.5,2
T01663-1,customer1663@demo-ml.example, open , medium ,3.8,2026-03-29,email,billing,26.0,3.5,2
T01664-1,customer1664@demo-ml.example, pending , high ,,2026-03-31,chat,security,26.5,3.75,0
T01664-1,customer1664@demo-ml.example, pending , high ,,2026-03-31,chat,security,26.5,3.75,0
T01666-1,customer1666@demo-ml.example, closed ,,3.5,2026-01-04,web,success,27.5,4.25,2
T01666-3,customer1666@demo-ml.example, pending , low ,3.3,2026-01-06,chat,security,40.5,6.75,1
T01667-1,customer1667@demo-ml.example, open , medium ,4.2,2026-01-06,email,billing,28.0,4.5,0
T01668-1,customer1668@demo-ml.example, pending , high ,4.9,2026-01-08,chat,security,28.5,4.75,1
T01668-2, CUSTOMER1668@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-09,phone,billing,35.0,6.0,2
T01669-1,customer1669@demo-ml.example, resolved , critical ,3.2,2026-01-10,phone,platform,29.0,5.0,2
T01671-1,customer1671@demo-ml.example, open , medium ,4.6,2026-01-14,email,billing,30.0,5.5,1
T01671-2, CUSTOMER1671@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-15,chat,success,36.5,6.75,2
T01672-1,customer1672@demo-ml.example,, high ,,2026-01-16,chat,security,30.5,5.75,2
T01673-1,customer1673@demo-ml.example, resolved , critical ,3.6,2026-01-18,phone,platform,31.0,6.0,0
T01673-3,customer1673@demo-ml.example, open , critical ,3.4,2026-01-20,email,billing,44.0,8.5,2
T01674-1,customer1674@demo-ml.example, closed , low ,4.3,2026-01-20,web,success,31.5,6.25,1
T01674-2, CUSTOMER1674@DEMO-ML.EXAMPLE , open , high ,3.0,2026-01-21,email,platform,38.0,7.5,2
T01676-1,customer1676@demo-ml.example, pending , high ,3.3,2026-01-24,chat,security,32.5,6.75,0
T01677-1,customer1677@demo-ml.example, resolved , critical ,4.0,2026-01-26,phone,platform,33.0,7.0,1
T01677-1,customer1677@demo-ml.example, resolved , critical ,4.0,2026-01-26,phone,platform,33.0,7.0,1
T01677-2, CUSTOMER1677@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-01-27,web,security,39.5,8.25,2
T01678-1,customer1678@demo-ml.example, closed , low ,4.7,2026-01-28,web,success,33.5,7.25,2
T01679-1,customer1679@demo-ml.example, open , medium ,3.0,2026-01-30,email,billing,34.0,7.5,0
T01681-1,customer1681@demo-ml.example, resolved , critical ,4.4,2026-02-03,phone,platform,35.0,8.0,2
T01682-1,customer1682@demo-ml.example, closed , low ,2.7,2026-02-05,web,success,35.5,8.25,0
T01683-1,customer1683@demo-ml.example, open ,,3.4,2026-02-07,email,billing,36.0,8.5,1
T01683-2, CUSTOMER1683@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-08,chat,success,42.5,0.75,2
T01684-1,customer1684@demo-ml.example, pending , high ,4.1,2026-02-09,chat,security,36.5,8.75,2
T01686-1,customer1686@demo-ml.example, closed , low ,3.1,2026-02-13,web,success,37.5,9.25,1
T01686-2, CUSTOMER1686@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-14,email,platform,44.0,1.5,2
T01687-1,customer1687@demo-ml.example, open , medium ,3.8,2026-02-15,email,billing,38.0,0.5,2
T01687-3,customer1687@demo-ml.example, resolved , medium ,3.6,2026-02-17,phone,platform,51.0,3.0,1
T01688-1,customer1688@demo-ml.example, pending , high ,,2026-02-17,chat,security,38.5,0.75,0
T01689-1,customer1689@demo-ml.example, resolved , critical ,2.8,2026-02-19,phone,platform,39.0,1.0,1
T01689-2, CUSTOMER1689@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-20,web,security,45.5,2.25,2
T01691-1,customer1691@demo-ml.example,, medium ,4.2,2026-02-23,email,billing,40.0,1.5,0
T01692-1,customer1692@demo-ml.example, pending , high ,4.9,2026-02-25,chat,security,40.5,1.75,1
T01692-2, CUSTOMER1692@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-02-26,phone,billing,47.0,3.0,2
T01693-1,customer1693@demo-ml.example, resolved , critical ,3.2,2026-02-27,phone,platform,41.0,2.0,2
T01694-1,customer1694@demo-ml.example, closed , low ,3.9,2026-03-01,web,success,41.5,2.25,0
T01694-3,customer1694@demo-ml.example, pending , low ,3.7,2026-03-03,chat,security,6.5,4.75,2
T01696-1,customer1696@demo-ml.example, pending , high ,,2026-03-05,chat,security,42.5,2.75,2
T01697-1,customer1697@demo-ml.example, resolved , critical ,3.6,2026-03-07,phone,platform,43.0,3.0,0
T01698-1,customer1698@demo-ml.example, closed , low ,4.3,2026-03-09,web,success,43.5,3.25,1
T01698-2, CUSTOMER1698@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-10,email,platform,50.0,4.5,2
T01699-1,customer1699@demo-ml.example, open , medium ,2.6,2026-03-11,email,billing,44.0,3.5,2
T01701-1,customer1701@demo-ml.example, resolved , critical ,4.0,2026-03-15,phone,platform,45.0,4.0,1
T01701-2, CUSTOMER1701@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-16,web,security,51.5,5.25,2
T01701-3,customer1701@demo-ml.example, open , critical ,3.8,2026-03-17,email,billing,10.0,6.5,0
T01702-1,customer1702@demo-ml.example, closed , low ,4.7,2026-03-17,web,success,45.5,4.25,2
T01703-1,customer1703@demo-ml.example, open , medium ,3.0,2026-03-19,email,billing,46.0,4.5,0
T01703-1,customer1703@demo-ml.example, open , medium ,3.0,2026-03-19,email,billing,46.0,4.5,0
T01704-1,customer1704@demo-ml.example, pending , high ,,2026-03-21,chat,security,46.5,4.75,1
T01704-2, CUSTOMER1704@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-22,phone,billing,5.0,6.0,2
T01706-1,customer1706@demo-ml.example, closed , low ,2.7,2026-03-25,web,success,47.5,5.25,0
T01707-1,customer1707@demo-ml.example, open , medium ,3.4,2026-03-27,email,billing,48.0,5.5,1
T01707-2, CUSTOMER1707@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-03-28,chat,success,6.5,6.75,2
T01708-1,customer1708@demo-ml.example, pending , high ,4.1,2026-03-29,chat,security,48.5,5.75,2
T01708-3,customer1708@demo-ml.example, closed , high ,3.9,2026-03-31,web,success,13.5,8.25,1
T01709-1,customer1709@demo-ml.example, resolved , critical ,4.8,2026-03-31,phone,platform,49.0,6.0,0
T01711-1,customer1711@demo-ml.example, open , medium ,3.8,2026-01-04,email,billing,50.0,6.5,2
T01712-1,customer1712@demo-ml.example, pending , high ,,2026-01-06,chat,security,50.5,6.75,0
T01713-1,customer1713@demo-ml.example, resolved , critical ,2.8,2026-01-08,phone,platform,51.0,7.0,1
T01713-2, CUSTOMER1713@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-09,web,security,9.5,8.25,2
T01714-1,customer1714@demo-ml.example, closed , low ,3.5,2026-01-10,web,success,51.5,7.25,2
T01716-1,customer1716@demo-ml.example, pending , high ,4.9,2026-01-14,chat,security,4.5,7.75,1
T01716-1,customer1716@demo-ml.example, pending , high ,4.9,2026-01-14,chat,security,4.5,7.75,1
T01716-2, CUSTOMER1716@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-15,phone,billing,11.0,9.0,2
T01717-1,customer1717@demo-ml.example, resolved ,,3.2,2026-01-16,phone,platform,5.0,8.0,2
T01718-1,customer1718@demo-ml.example, closed , low ,3.9,2026-01-18,web,success,5.5,8.25,0
T01719-1,customer1719@demo-ml.example, open , medium ,4.6,2026-01-20,email,billing,6.0,8.5,1
T01719-2, CUSTOMER1719@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-21,chat,success,12.5,0.75,2
T01721-1,customer1721@demo-ml.example, resolved , critical ,3.6,2026-01-24,phone,platform,7.0,9.0,0
T01722-1,customer1722@demo-ml.example, closed , low ,4.3,2026-01-26,web,success,7.5,9.25,1
T01722-2, CUSTOMER1722@DEMO-ML.EXAMPLE , open , high ,3.0,2026-01-27,email,platform,14.0,1.5,2
T01722-3,customer1722@demo-ml.example, pending , low ,4.1,2026-01-28,chat,security,20.5,2.75,0
T01723-1,customer1723@demo-ml.example, open , medium ,2.6,2026-01-28,email,billing,8.0,0.5,2
T01724-1,customer1724@demo-ml.example, pending , high ,3.3,2026-01-30,chat,security,8.5,0.75,0
T01726-1,customer1726@demo-ml.example, closed , low ,4.7,2026-02-03,web,success,9.5,1.25,2
T01727-1,customer1727@demo-ml.example, open , medium ,3.0,2026-02-05,email,billing,10.0,1.5,0
T01728-1,customer1728@demo-ml.example, pending , high ,,2026-02-07,chat,security,10.5,1.75,1
T01728-2, CUSTOMER1728@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-08,phone,billing,17.0,3.0,2
T01729-1,customer1729@demo-ml.example,, critical ,4.4,2026-02-09,phone,platform,11.0,2.0,2
T01729-1,customer1729@demo-ml.example,, critical ,4.4,2026-02-09,phone,platform,11.0,2.0,2
T01729-3,customer1729@demo-ml.example, open , critical ,4.2,2026-02-11,email,billing,24.0,4.5,1
T01731-1,customer1731@demo-ml.example, open , medium ,3.4,2026-02-13,email,billing,12.0,2.5,1
T01731-2, CUSTOMER1731@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-14,chat,success,18.5,3.75,2
T01732-1,customer1732@demo-ml.example, pending , high ,4.1,2026-02-15,chat,security,12.5,2.75,2
T01733-1,customer1733@demo-ml.example, resolved , critical ,4.8,2026-02-17,phone,platform,13.0,3.0,0
T01734-1,customer1734@demo-ml.example, closed ,,3.1,2026-02-19,web,success,13.5,3.25,1
T01734-2, CUSTOMER1734@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-20,email,platform,20.0,4.5,2
T01736-1,customer1736@demo-ml.example, pending , high ,,2026-02-23,chat,security,14.5,3.75,0
T01736-3,customer1736@demo-ml.example, closed , high ,4.3,2026-02-25,web,success,27.5,6.25,2
T01737-1,customer1737@demo-ml.example, resolved , critical ,2.8,2026-02-25,phone,platform,15.0,4.0,1
T01737-2, CUSTOMER1737@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-26,web,security,21.5,5.25,2
T01738-1,customer1738@demo-ml.example, closed , low ,3.5,2026-02-27,web,success,15.5,4.25,2
T01739-1,customer1739@demo-ml.example, open , medium ,4.2,2026-03-01,email,billing,16.0,4.5,0
T01741-1,customer1741@demo-ml.example, resolved , critical ,3.2,2026-03-05,phone,platform,17.0,5.0,2
T01742-1,customer1742@demo-ml.example, closed , low ,3.9,2026-03-07,web,success,17.5,5.25,0
T01742-1,customer1742@demo-ml.example, closed , low ,3.9,2026-03-07,web,success,17.5,5.25,0
T01743-1,customer1743@demo-ml.example, open , medium ,4.6,2026-03-09,email,billing,18.0,5.5,1
T01743-2, CUSTOMER1743@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-10,chat,success,24.5,6.75,2
T01743-3,customer1743@demo-ml.example, resolved , medium ,4.4,2026-03-11,phone,platform,31.0,8.0,0
T01744-1,customer1744@demo-ml.example, pending , high ,,2026-03-11,chat,security,18.5,5.75,2
T01746-1,customer1746@demo-ml.example, closed , low ,4.3,2026-03-15,web,success,19.5,6.25,1
T01746-2, CUSTOMER1746@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-16,email,platform,26.0,7.5,2
T01747-1,customer1747@demo-ml.example, open , medium ,2.6,2026-03-17,email,billing,20.0,6.5,2
T01748-1,customer1748@demo-ml.example,, high ,3.3,2026-03-19,chat,security,20.5,6.75,0
T01749-1,customer1749@demo-ml.example, resolved , critical ,4.0,2026-03-21,phone,platform,21.0,7.0,1
T01749-2, CUSTOMER1749@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-22,web,security,27.5,8.25,2
T01751-1,customer1751@demo-ml.example, open ,,3.0,2026-03-25,email,billing,22.0,7.5,0
T01752-1,customer1752@demo-ml.example, pending , high ,,2026-03-27,chat,security,22.5,7.75,1
T01752-2, CUSTOMER1752@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-28,phone,billing,29.0,9.0,2
T01753-1,customer1753@demo-ml.example, resolved , critical ,4.4,2026-03-29,phone,platform,23.0,8.0,2
T01754-1,customer1754@demo-ml.example, closed , low ,2.7,2026-03-31,web,success,23.5,8.25,0
T01756-1,customer1756@demo-ml.example, pending , high ,4.1,2026-01-04,chat,security,24.5,8.75,2
T01757-1,customer1757@demo-ml.example, resolved , critical ,4.8,2026-01-06,phone,platform,25.0,9.0,0
T01757-3,customer1757@demo-ml.example, open , critical ,4.6,2026-01-08,email,billing,38.0,2.5,2
T01758-1,customer1758@demo-ml.example, closed , low ,3.1,2026-01-08,web,success,25.5,9.25,1
T01758-2, CUSTOMER1758@DEMO-ML.EXAMPLE , open , high ,4.2,2026-01-09,email,platform,32.0,1.5,2
T01759-1,customer1759@demo-ml.example, open , medium ,3.8,2026-01-10,email,billing,26.0,0.5,2
T01761-1,customer1761@demo-ml.example, resolved , critical ,2.8,2026-01-14,phone,platform,27.0,1.0,1
T01761-2, CUSTOMER1761@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-15,web,security,33.5,2.25,2
T01762-1,customer1762@demo-ml.example, closed , low ,3.5,2026-01-16,web,success,27.5,1.25,2
T01763-1,customer1763@demo-ml.example, open , medium ,4.2,2026-01-18,email,billing,28.0,1.5,0
T01764-1,customer1764@demo-ml.example, pending , high ,4.9,2026-01-20,chat,security,28.5,1.75,1
T01764-2, CUSTOMER1764@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-21,phone,billing,35.0,3.0,2
T01764-3,customer1764@demo-ml.example, closed , high ,4.7,2026-01-22,web,success,41.5,4.25,0
T01766-1,customer1766@demo-ml.example, closed , low ,3.9,2026-01-24,web,success,29.5,2.25,0
T01767-1,customer1767@demo-ml.example,, medium ,4.6,2026-01-26,email,billing,30.0,2.5,1
T01767-2, CUSTOMER1767@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-27,chat,success,36.5,3.75,2
T01768-1,customer1768@demo-ml.example, pending ,,,2026-01-28,chat,security,30.5,2.75,2
T01768-1,customer1768@demo-ml.example, pending ,,,2026-01-28,chat,security,30.5,2.75,2
T01769-1,customer1769@demo-ml.example, resolved , critical ,3.6,2026-01-30,phone,platform,31.0,3.0,0
T01771-1,customer1771@demo-ml.example, open , medium ,2.6,2026-02-03,email,billing,32.0,3.5,2
T01771-3,customer1771@demo-ml.example, resolved , medium ,4.8,2026-02-05,phone,platform,45.0,6.0,1
T01772-1,customer1772@demo-ml.example, pending , high ,3.3,2026-02-05,chat,security,32.5,3.75,0
T01773-1,customer1773@demo-ml.example, resolved , critical ,4.0,2026-02-07,phone,platform,33.0,4.0,1
T01773-2, CUSTOMER1773@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-02-08,web,security,39.5,5.25,2
T01774-1,customer1774@demo-ml.example, closed , low ,4.7,2026-02-09,web,success,33.5,4.25,2
T01776-1,customer1776@demo-ml.example, pending , high ,,2026-02-13,chat,security,34.5,4.75,1
T01776-2, CUSTOMER1776@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-14,phone,billing,41.0,6.0,2
T01777-1,customer1777@demo-ml.example, resolved , critical ,4.4,2026-02-15,phone,platform,35.0,5.0,2
T01778-1,customer1778@demo-ml.example, closed , low ,2.7,2026-02-17,web,success,35.5,5.25,0
T01778-3,customer1778@demo-ml.example, pending , low ,4.9,2026-02-19,chat,security,48.5,7.75,2
T01779-1,customer1779@demo-ml.example, open , medium ,3.4,2026-02-19,email,billing,36.0,5.5,1
T01779-2, CUSTOMER1779@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-20,chat,success,42.5,6.75,2
T01781-1,customer1781@demo-ml.example, resolved , critical ,4.8,2026-02-23,phone,platform,37.0,6.0,0
T01781-1,customer1781@demo-ml.example, resolved , critical ,4.8,2026-02-23,phone,platform,37.0,6.0,0
T01782-1,customer1782@demo-ml.example, closed , low ,3.1,2026-02-25,web,success,37.5,6.25,1
T01782-2, CUSTOMER1782@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-26,email,platform,44.0,7.5,2
T01783-1,customer1783@demo-ml.example, open , medium ,3.8,2026-02-27,email,billing,38.0,6.5,2
T01784-1,customer1784@demo-ml.example, pending , high ,,2026-03-01,chat,security,38.5,6.75,0
T01786-1,customer1786@demo-ml.example,, low ,3.5,2026-03-05,web,success,39.5,7.25,2
T01787-1,customer1787@demo-ml.example, open , medium ,4.2,2026-03-07,email,billing,40.0,7.5,0
T01788-1,customer1788@demo-ml.example, pending , high ,4.9,2026-03-09,chat,security,40.5,7.75,1
T01788-2, CUSTOMER1788@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-03-10,phone,billing,47.0,9.0,2
T01789-1,customer1789@demo-ml.example, resolved , critical ,3.2,2026-03-11,phone,platform,41.0,8.0,2
T01791-1,customer1791@demo-ml.example, open , medium ,4.6,2026-03-15,email,billing,42.0,8.5,1
T01791-2, CUSTOMER1791@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-16,chat,success,48.5,0.75,2
T01792-1,customer1792@demo-ml.example, pending , high ,,2026-03-17,chat,security,42.5,8.75,2
T01792-3,customer1792@demo-ml.example, closed , high ,2.7,2026-03-19,web,success,7.5,2.25,1
T01793-1,customer1793@demo-ml.example, resolved , critical ,3.6,2026-03-19,phone,platform,43.0,9.0,0
T01794-1,customer1794@demo-ml.example, closed , low ,4.3,2026-03-21,web,success,43.5,9.25,1
T01794-1,customer1794@demo-ml.example, closed , low ,4.3,2026-03-21,web,success,43.5,9.25,1
T01794-2, CUSTOMER1794@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-22,email,platform,50.0,1.5,2
T01796-1,customer1796@demo-ml.example, pending , high ,3.3,2026-03-25,chat,security,44.5,0.75,0
T01797-1,customer1797@demo-ml.example, resolved , critical ,4.0,2026-03-27,phone,platform,45.0,1.0,1
T01797-2, CUSTOMER1797@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-28,web,security,51.5,2.25,2
T01798-1,customer1798@demo-ml.example, closed , low ,4.7,2026-03-29,web,success,45.5,1.25,2
T01799-1,customer1799@demo-ml.example, open , medium ,3.0,2026-03-31,email,billing,46.0,1.5,0
T01799-3,customer1799@demo-ml.example, resolved , medium ,2.8,2026-01-02,phone,platform,11.0,4.0,2
T01801-1,customer1801@demo-ml.example, resolved , critical ,4.4,2026-01-04,phone,platform,47.0,2.0,2
T01802-1,customer1802@demo-ml.example, closed ,,2.7,2026-01-06,web,success,47.5,2.25,0
T01803-1,customer1803@demo-ml.example, open , medium ,3.4,2026-01-08,email,billing,48.0,2.5,1
T01803-2, CUSTOMER1803@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-01-09,chat,success,6.5,3.75,2
T01804-1,customer1804@demo-ml.example, pending , high ,4.1,2026-01-10,chat,security,48.5,2.75,2
T01806-1,customer1806@demo-ml.example, closed , low ,3.1,2026-01-14,web,success,49.5,3.25,1
T01806-2, CUSTOMER1806@DEMO-ML.EXAMPLE , open , high ,4.2,2026-01-15,email,platform,8.0,4.5,2
T01806-3,customer1806@demo-ml.example, pending , low ,2.9,2026-01-16,chat,security,14.5,5.75,0
T01807-1,customer1807@demo-ml.example, open , medium ,3.8,2026-01-16,email,billing,50.0,3.5,2
T01807-1,customer1807@demo-ml.example, open , medium ,3.8,2026-01-16,email,billing,50.0,3.5,2
T01808-1,customer1808@demo-ml.example, pending , high ,,2026-01-18,chat,security,50.5,3.75,0
T01809-1,customer1809@demo-ml.example, resolved , critical ,2.8,2026-01-20,phone,platform,51.0,4.0,1
T01809-2, CUSTOMER1809@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-21,web,security,9.5,5.25,2
T01811-1,customer1811@demo-ml.example, open , medium ,4.2,2026-01-24,email,billing,4.0,4.5,0
T01812-1,customer1812@demo-ml.example, pending , high ,4.9,2026-01-26,chat,security,4.5,4.75,1
T01812-2, CUSTOMER1812@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-27,phone,billing,11.0,6.0,2
T01813-1,customer1813@demo-ml.example, resolved , critical ,3.2,2026-01-28,phone,platform,5.0,5.0,2
T01813-3,customer1813@demo-ml.example, open , critical ,3.0,2026-01-30,email,billing,18.0,7.5,1
T01814-1,customer1814@demo-ml.example, closed , low ,3.9,2026-01-30,web,success,5.5,5.25,0
T01816-1,customer1816@demo-ml.example, pending , high ,,2026-02-03,chat,security,6.5,5.75,2
T01817-1,customer1817@demo-ml.example, resolved , critical ,3.6,2026-02-05,phone,platform,7.0,6.0,0
T01818-1,customer1818@demo-ml.example, closed , low ,4.3,2026-02-07,web,success,7.5,6.25,1
T01818-2, CUSTOMER1818@DEMO-ML.EXAMPLE , open , high ,3.0,2026-02-08,email,platform,14.0,7.5,2
T01819-1,customer1819@demo-ml.example, open ,,2.6,2026-02-09,email,billing,8.0,6.5,2
T01821-1,customer1821@demo-ml.example, resolved , critical ,4.0,2026-02-13,phone,platform,9.0,7.0,1
T01821-2, CUSTOMER1821@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-02-14,web,security,15.5,8.25,2
T01822-1,customer1822@demo-ml.example, closed , low ,4.7,2026-02-15,web,success,9.5,7.25,2
T01823-1,customer1823@demo-ml.example, open , medium ,3.0,2026-02-17,email,billing,10.0,7.5,0
T01824-1,customer1824@demo-ml.example,, high ,,2026-02-19,chat,security,10.5,7.75,1
T01824-2, CUSTOMER1824@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-20,phone,billing,17.0,9.0,2
T01826-1,customer1826@demo-ml.example, closed , low ,2.7,2026-02-23,web,success,11.5,8.25,0
T01827-1,customer1827@demo-ml.example, open , medium ,3.4,2026-02-25,email,billing,12.0,8.5,1
T01827-2, CUSTOMER1827@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-26,chat,success,18.5,0.75,2
T01827-3,customer1827@demo-ml.example, resolved , medium ,3.2,2026-02-27,phone,platform,25.0,2.0,0
T01828-1,customer1828@demo-ml.example, pending , high ,4.1,2026-02-27,chat,security,12.5,8.75,2
T01829-1,customer1829@demo-ml.example, resolved , critical ,4.8,2026-03-01,phone,platform,13.0,9.0,0
T01831-1,customer1831@demo-ml.example, open , medium ,3.8,2026-03-05,email,billing,14.0,0.5,2
T01832-1,customer1832@demo-ml.example, pending , high ,,2026-03-07,chat,security,14.5,0.75,0
T01833-1,customer1833@demo-ml.example, resolved , critical ,2.8,2026-03-09,phone,platform,15.0,1.0,1
T01833-1,customer1833@demo-ml.example, resolved , critical ,2.8,2026-03-09,phone,platform,15.0,1.0,1
T01833-2, CUSTOMER1833@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-03-10,web,security,21.5,2.25,2
T01834-1,customer1834@demo-ml.example, closed , low ,3.5,2026-03-11,web,success,15.5,1.25,2
T01834-3,customer1834@demo-ml.example, pending , low ,3.3,2026-03-13,chat,security,28.5,3.75,1
T01836-1,customer1836@demo-ml.example, pending ,,4.9,2026-03-15,chat,security,16.5,1.75,1
T01836-2, CUSTOMER1836@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-03-16,phone,billing,23.0,3.0,2
T01837-1,customer1837@demo-ml.example, resolved , critical ,3.2,2026-03-17,phone,platform,17.0,2.0,2
T01838-1,customer1838@demo-ml.example, closed , low ,3.9,2026-03-19,web,success,17.5,2.25,0
T01839-1,customer1839@demo-ml.example, open , medium ,4.6,2026-03-21,email,billing,18.0,2.5,1
T01839-2, CUSTOMER1839@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-22,chat,success,24.5,3.75,2
T01841-1,customer1841@demo-ml.example, resolved , critical ,3.6,2026-03-25,phone,platform,19.0,3.0,0
T01841-3,customer1841@demo-ml.example, open , critical ,3.4,2026-03-27,email,billing,32.0,5.5,2
T01842-1,customer1842@demo-ml.example, closed , low ,4.3,2026-03-27,web,success,19.5,3.25,1
T01842-2, CUSTOMER1842@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-28,email,platform,26.0,4.5,2
T01843-1,customer1843@demo-ml.example,, medium ,2.6,2026-03-29,email,billing,20.0,3.5,2
T01844-1,customer1844@demo-ml.example, pending , high ,3.3,2026-03-31,chat,security,20.5,3.75,0
T01846-1,customer1846@demo-ml.example, closed , low ,4.7,2026-01-04,web,success,21.5,4.25,2
T01846-1,customer1846@demo-ml.example, closed , low ,4.7,2026-01-04,web,success,21.5,4.25,2
T01847-1,customer1847@demo-ml.example, open , medium ,3.0,2026-01-06,email,billing,22.0,4.5,0
